"recordIdentifier","recordType","organizationIdentifier","programIdentifier","memberIdentifier","previousMemberIdentifier","memberStatus","fullName","firstName","middleName","lastName","streetLine1","streetLine2","city","state","postalCode","country","phoneNumber","emailAddress"
"0fe3843f-3a14-434d-9275-561284349da5","MEM_SYN","100","13","2199","NULL","OPEN","klibv1rc7iuqffwzztor","NULL","NULL","qpihtisvtj xocub gjv","fqqxjoyVrYug7igdphzq","zu2byudadiQrNcduwwp ","g 6darxswg omPpmo8 q","NULL","eopwieywibaanjkepogh","clhx3kbasxrl6dJyVu  ","NULL","ylcdjxihwQvl3a5zkdw0"
"3183c5f8-e532-41c7-b36b-70b04da4a55d","MEM_SYN","100","13","2200","NULL","OPEN","NULL","NULL","NULL"," b lzrin kicfmxcriOc","equikDjq p gvkywcVlq","cbhqlzNexRkzg9lykp y","NULL","bowc9rRm jt f d i Wt","NULL","NULL","NULL","NULL"
"e867456e-5720-4ace-b5a2-972c1146faea","MEM_SYN","100","13","2201","NULL","OPEN","NULL","ok vapqfFzbGnoqtxoxs","xkZlbjzhejimfjnfel s","NULL","hjpVfg0codWjiekf0 u8","ykhczmbxb rooehswvLc","Kvpo6 2pjnd8C  0debb","1tlifjFx uxrtjaydq9y","9zNgk7duszzjO v lv6m","4gwuXegwwkw  wuhngwv","NULL","NULL"
"aed03005-ad95-4f4c-8a9a-9c0899cd6f8f","MEM_SYN","100","13","2202","NULL","OPEN","hKxwbaqniok3 2pcrpcn","NULL","NULL","NULL","fb8rVngezZkqYbcysUhc","NULL","NULL","NULL","lAj Rdujtloign udf0h","NULL","al spjYvYwhlm4xgtsaz","anoOThdxscm8bfe3puj9"
"eac1e222-23e0-49bc-a310-203a87335d74","MEM_SYN","100","13","2203","NULL","OPEN","NULL","NULL","vTtQvzenbh mjyelfgft","mhfhasbs dodflzkhjfg","wZm4e Vmmlfse0yyzjuJ","gwcxx5gwiwoecimrtaix","NULL","nswtpiapxygtbaBufZRf","td wpxwsR AvswxezMkz","NULL","qLsxllk8 Xmunwhht2ON","NULL"
"57f59bf2-6e58-45d0-83d2-f29c2e98884b","MEM_SYN","100","13","2204","NULL","OPEN","4vyhrcaa5ccupkpqafp ","NULL","NULL","cfemkbevSgicMo8twrvd","NULL","hua2xdkBwqe kbq xdul","NULL","sBtxrpisupuN bnyzpin","hnhyPdgtw1triohi Osz","NULL","NULL","NULL"
"616f65ab-7e08-46fc-a6a4-53144a3ec944","MEM_SYN","100","13","2207","NULL","OPEN","6Xfqtgq ycbOstnitckv","7 qkwbnhdjborfmlo bv","NULL","NULL","cnaxbjl9fysxXCpjikyR","NULL","NULL","lhontgyrlxzkAptxqyye","3kbgrvqrrQbq qdyOjaw","fql pttbpD8lh27lTwmi","jdcrgiyqtiiaisigfekt","ahi  sw7 x mlnewqvbi"
"752fa49d-a53b-45df-9c63-0dc70ecf639a","MEM_SYN","100","13","2209","NULL","OPEN","b3dcyzPvxgblpIw2l5 n","3uyqV5ikPubiqtobwudw","NULL","z8d1kfrdfrlXmgijieib","mxmrfsXcn bdqswepi 8","vnvn o xrnhinmbdya z","NULL","va 87azEwgkEi2s hxaf","NULL","NULL","NULL","NULL"
"e1055469-23af-4dcc-be5c-91287975eea0","MEM_SYN","100","13","2211","NULL","OPEN","dxkzhSu1ugEj cxsrm2b","xgBQhmwlpzgaidvy9Zdz","NULL","NULL","NULL"," eamao6ehbust9rocjxm","NULL","NULL","NULL","NULL","Ldobulq jjkrrxdflsz","8ydbotd5fp7vsxrFtobG"
"726e8c4f-d20c-4742-8313-bf9ad3243e96","MEM_SYN","100","13","2212","NULL","OPEN","NULL","NULL","NULL","NULL","z wfrQovtgob Qdmaqxq","NULL","NULL","NULL","NULL","NULL","uyyf awbikfpevWqxex7","bovxgxb6uzh od hmzt7"
"0383ea78-94bf-481c-869d-e60312ff316f","MEM_SYN","100","13","2216","NULL","OPEN","NULL","NULL","NULL","NULL","xli lzlzswYqRnJ4jvhl","ejivntns0foim6bwjb9f","NULL","NULL","NULL","NULL","NULL","8kwshrgIgj boogfkskk"
"e9842391-78c2-47f9-ab79-fa7cfd1a4a58","MEM_SYN","100","13","2221","NULL","OPEN","NULL","ks ljPrm odtwycv55wy","NULL","gxDiCsanPnfpzM mkkv ","NULL","h v1cmmltcok8vl hbBy","NULL","fjt  g6vcevehhmev  1","caoidhh jgsao3bOrrt9","ehaqkqPl6maaktnfb9nk","zrcmpigcm seI clhols","NULL"
"b7f3c333-8e32-440e-9770-24637ddea003","MEM_SYN","100","13","2222","NULL","OPEN","Wgx9jnVlOOzYl 4Pytse"," zpXPefwoz8HcMtrli16","NULL","uoveuahvtmy3w gwoo4 ","gnlhewGvs aftdykdv r","wqzfpyuxtua kzkotgY ","NULL","czhx0yfwmx yxCmykt0a","ltxnNsbgaV6nh3nkhkqm","NULL","NULL","NULL"
"01fab021-19b3-4e19-9db2-1bb4af475a04","MEM_SYN","100","13","2224","NULL","OPEN","NULL","w zagg5ewxvgzysin bm","NULL","NULL","NULL","hhpqbmgXsmNit kvmpjl","NULL","NULL","yOfrabtwu84 ribvqoyd","NULL","kuxabynTLKcssvu9 Kcp","wdlfjszJfscccg  gixj"
"7331d259-85f2-4b23-8ff2-7268a0097784","MEM_SYN","100","13","2225","NULL","OPEN","NULL","7bi pkTxvasvs4koh0Vz","NULL","NULL","dbbjn eNlfenxjv3g6lC","NULL","NULL","NULL","NULL","4mohjsnotmhx0vcub ux","NULL","NULL"
"aca149d3-2a80-4c97-81c6-f5776e12c1bc","MEM_SYN","100","13","2227","NULL","OPEN","FrvxprDvgvxrykyyugvs","NULL","NULL","NULL","NULL","NULL","NULL","vd r 7m uy3dzlizrzpe","NULL","NULL","HuiQuWslz4oidgiemk"," uocztfdrpfnVhhleBnQ"
"eb4735de-6113-43f7-9ad8-9963d82e57d6","MEM_SYN","100","13","2229","NULL","OPEN","ewnnqxijwmwuqvvmikvp","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","jqjnqqrwlSu2lg d fd","NULL"
"717bdda4-25cf-46ca-8c36-05be14b9851f","MEM_SYN","100","13","2231","NULL","OPEN"," szyka kdoq trJljzfx","NULL","NULL","yixj kin xlej8cSxv k","eJgthdluHWlwnj yor5 ","zxodk3g0zntmtqik6mfq"," xttnrd  mxjgipRmnsj","yonrnuk sotFtjujenCg","NULL","NULL","acfygu rjbonaeid dea","NULL"
"0033c012-a3a3-4158-a796-3a31577802f9","MEM_SYN","100","13","2233","NULL","OPEN","cnLhmhPasmLnhjnvl0fb","NULL","koDxfnslgWjjfbpgzw n","ig ufuMIxMrnzaoyHi a","lsdgr0cIbksqeMcda1AV","NULL","NULL","djax nvcgfsweoltsceq","NULL","btf  aJwn8  dmf a yr","NULL","NULL"
"a941d0a8-ed35-43e5-babb-c9f132ebcf3b","MEM_SYN","100","13","2236","NULL","OPEN","oezw8fXExu p hfxoydm","NULL","NULL","NULL","3 a2ftd9VGmCpdj7ncnl","NULL"," 8Waoiadsmbeeo sm0dx","NULL","m8Ryrekt6i Dfdb ij 3","aajmxqvhHdern n0 9bt","toigfmj7bydy  fu jAs","NULL"
"420f4267-c74f-4464-a927-ec87d6b368d5","MEM_SYN","100","13","2237","NULL","OPEN","NULL","NULL","x3w xegulheckvtsroLr","NULL","i8hOixiffg6d4lgP  qj","eofr7gpQ2nnviwntlbUt","ifqk21wevxfvn0lw2bod","yUc  xcqlrksn asmrye","ufq xpejgiPgzuojettz","jkmyk nnwhkz362cpvj2","NULL","NULL"
"2d650986-df41-4c74-a6a4-9695e5bc7e2e","MEM_SYN","100","13","2240","NULL","OPEN","fpb  eo idwclckrrxyu","alg olyKrstdqeg vikb","6zj9ueznve kyqp5bhfw","i9fiphtyh5o q2miSq x","h4fjbx  fz scythipjm","NULL","NULL","NULL","gqziymrtzcq6Lwmwzemb","haKpxprexjyyzqlkjzri","z 6fmjgxj7wwEkavsptx","NULL"
"5b099f9e-3b94-409a-96a2-b68512ba7e07","MEM_SYN","100","13","2241","NULL","OPEN","NULL","NULL","mxu kutieeXzdb gqimb","NULL","NULL","NULL","Sqdnedarjnhijlntxnyy","ukeb23eShiwrl Atyjt ","pdebfaciSSamxgm6y Ck","uaQmxwzjhRyaogkdj8le","NULL","rvywfzuimacuBmqouvww"
"83df085e-7ead-496d-a53e-343e45581a43","MEM_SYN","100","13","2242","NULL","OPEN","NULL","NULL","Fnubvvh0 7Vrq tdMyjg","NULL","x9udl8iqdii9dflhxvMB","inotlsD 5srzfos ecuy","NULL","NULL","Kpji 2q Wbp0oeai9qq1"," pcsm ctcelzggkotpkw","NULL","9bhVvqbqdz8Iey ti7jg"
"ccf45671-cc3b-4051-a65c-5785f9e2145d","MEM_SYN","100","13","2243","NULL","CLOSED","NULL","dvszhdZczps8Pisbwiug","NULL","omvnjExf wdptuxw jbu","m0ccn4bsvqhhyngat8zn","tuc hkvs8pwhxnRiysbk","NULL","NULL","TundniighqdtlR4yyua ","fnW8kotikv5Qrruuj6aq","q5ovqenrurtXezecocs","gyrgbcxt umrmvzgr if"
"90811c25-51af-47ed-a926-9d5928bdf53a","MEM_SYN","100","13","2244","NULL","OPEN","NULL","NULL","dachuQbzruUqs f Mm4n"," zxSckrozyAwcznvHkqk","ifym  fjjcgOqVluw0mt","NULL","rXweaXzDgnvptkutpcqp","NULL","NULL","NULL","NULL","NULL"
"a5332278-cf80-4287-bab1-3a119d011e63","MEM_SYN","100","13","2246","NULL","OPEN","NULL","pxjftqsqnh9mzgys ym7","vftovktv2w h nagbOtv","vuwxqvfkhwckrjnbwtck","bBvueSh6iombahodkhmn","qzaftiuuhycyshwt4omd","NULL","fEplY0crt4Tl9xqpfgtk","fbpxchxslyelONfurq f","dy jxlxhyzpvgaecfmPi","fr8fwnvqb Fw ojautvo","Hsaibe n yh6tic1nwjl"
"978c3d64-3c48-4eb2-b824-d899092d00b7","MEM_SYN","100","13","2247","NULL","OPEN","NULL","l9ADzfrwm lh3r  Ue c","zalviqDe Tchl Mlkc1p","gqdld fklxkw6iif1R7 ","NULL","gia8wbg4bk8ophbc d5m","NULL","kzbheu dxgTjlj9bweun","NULL","NULL","oFbxjxa uwu5pbesq3wx","NULL"
"045ba971-1957-4e26-b222-4e8eae2655eb","MEM_SYN","100","13","2250","NULL","OPEN","9Zyo kh3UsbyTz hbzOl","BugxpyMtdJhQtvadpshr","g9emjg7fyiasznqamiak","uWFqgoj abwtdsrcawqb"," xalOxfu re2u3fmyver","puuonnu wEng kjhashs","gttLhq qy Bx lfMdm e","NULL","NULL"," xtswxsboygxyqpnnouv","NULL","pewgfziFnhubfimuktul"
"8ccc0caf-94d2-47a4-bff9-7260aa89dda1","MEM_SYN","100","13","2252","NULL","OPEN","j zwplgfvhtrlodbbCbd","NULL","NULL","uuxwvgg4copin8 svq  ","NULL","4dv c w2l lpvcfgdluu","NULL","um0v h mwxdbboJph sg","hhmkUyvjsv naknNg vm","grsestwreO3wjDkl1Kk ","cov79roxBhH kyyuzUlw","3m 8mla  ysqvmywfsQf"
"bdec80d7-c767-403b-9815-593359fbd136","MEM_SYN","100","13","2253","NULL","CLOSED","NULL","tek 3 l6q xF cxyuzzu"," wtev8nbktlqfosacudr"," d4bwjsb0 q1d4Yyqrpc","NULL","nl mzuwc wqDvrzs zpq","0 ifi2ujrdbe2fgrxqji","NULL","eylgw0 0mzukiqusuo5e","NULL","asfposwfqkVqxm5 gji","kygh9slh66HLbMbpzhso"
"c3ac29c0-e4e1-4e5e-8679-8c83b87dd12b","MEM_SYN","100","13","2254","NULL","OPEN","svjut04lze4 azs zruo","doilu EamjDcbkaaaw v","lz9wwq gsRvrcojy pac","NULL","NULL","Mv1fug rsmBzFFamfft ","NULL","zbbawva d b3b9zu4wue","iiooxzj tskvpeWtq  6","NULL","kact0 g0yhrcwcsvqksq","NULL"
"34259b0e-2e29-4eba-bcf4-361a61c7d56c","MEM_SYN","100","13","2257","NULL","OPEN","NULL","6RsuBlvksgc nxd  drA","NULL","YjrqqoHuzLutmrhjjfyH","NULL","hysvgt hosxx  ccFpsm","NULL","NULL","gvkso 3qdqVe1wflbk s","NULL","x2gjHvmpglo whzhani5","NULL"
"6baf9313-364f-4381-9529-f83d5cdad90b","MEM_SYN","100","13","2259","NULL","OPEN","2jr3qqyzjeowzg2pswfq","xnzHduh Gxwsx9l9wlWl","NULL","NULL","6dvxbtc9vbuyc bl d s","NULL","NULL","l zumxzu jq1f mzr04u","NULL","NULL","NULL","NULL"
"9fa1eab7-4e13-472a-922b-c68d4dcc1919","MEM_SYN","100","13","2262","NULL","OPEN","dtfd miaLk4aoV0w sse","px1akwbR fygkiyagbyl","NULL","ddSiyxShgtfljfgruptn","NULL","NULL","nrFmk mrGwerrqitvj e","hmmfnrplhnxfds9fyrBo","kjauaqxTmcocswtuorpg","NULL","NULL","xxzfaqSkRwv0vzjks7ab"
"91e88158-80a9-42da-a51a-e1a04aa3f7fe","MEM_SYN","100","13","2263","NULL","OPEN","NULL","yov Amoyqy7wkzfzss  ","ojxb8corDc g Fxfs dD","NULL","NULL","GjbpsakdjF6lNd5uhmjv","u ab lVfzmdiaxa h te","tdbovijj9m3pr4qedkw0","NULL","j wia d TtyKb6Whf wr","NULL","NULL"
"39158879-9f07-4930-8112-9100365778b7","MEM_SYN","100","13","2264","NULL","OPEN","NULL","NULL","lskupidk8wrwb8ko9lk3","NULL","ss2romZqPe xYowmLqhv","NULL","NULL","oz xp8hktdkIyujj gvg","NULL","NULL","NULL","sGz5nlfkurvhtqiezdgf"
"b94301ee-4ade-4f6c-9251-0dad3964a4ab","MEM_SYN","100","13","2266","NULL","OPEN","NULL","ke hmibfc3kUxq1DbdaK"," td97wmwsDfybxi2gs3r","NULL","1clerb dskvcdsasHqJs","vTt7h5smtarhtzeaezul","NULL","NULL","pIypplg7kpx peuvcgen","NULL","2  j9ju 5w dhlyzo zu","kmauRsvr0shadxqujoSd"
"7687447b-45b6-493e-bc81-52bbdde85e89","MEM_SYN","100","13","2268","NULL","OPEN","cClaivquH N4ddapAtad","u8boqrfrglnbtjU c0 d","NULL","NULL","NULL","NULL","NULL","NULL","Qjcrierdkkz1vhrjk bS","mnqus4pockgiqdetk3em","rNhtgjmykltwxqi lhwt","lkp4tkap iyewi hC al"
"bdaa2e91-5fae-4949-a88e-75c565ddf5a7","MEM_SYN","100","13","2271","NULL","OPEN","chebngy ndvlgL8ekufg","gjngu Ntse8cjvdssifh","NULL","ttkwLslucjsbek2scale","NULL","lu7lzeuuxqpngcbzix5r","NULL","NULL","NULL","iLoKklTixurdsyJh0je ","vnsxfp0v6Bp Cvvsb ew","NULL"
"1802e0a1-cf6a-4bc9-b23f-af934b0aae2f","MEM_SYN","100","13","2272","NULL","OPEN","chfagSi0yWlkftNt  cr","yoic lzCkbihtdmmuyvs","Pxlxcfqtxdnerne7i Pa","NULL","6pqfsovmnloe9 qbipcj"," l0iqjgsunqz snzhtin","NULL","NULL","NULL","NULL","NULL","NULL"
"e189a94e-affa-4b96-8eb4-99f50f8f6902","MEM_SYN","100","13","2274","NULL","OPEN","Bh qijpyddqcf  nbrwd","smnccwqvmrcognXybobk","NULL","xteqsKyaaoydsf8fvbts","pk2deipryLxe mrbppfp","a tazVlt mid vcshesj","NULL","NULL","NULL","NULL","ad0dqsidiifb ebhpt5o","tvxgomjxprghyd6su2wd"
"a8887e41-e42d-4559-b92c-12aa0eef7b51","MEM_SYN","100","13","2275","NULL","OPEN","4mwlpkm8fsakbickbjlw","kp8xvewlnCutiikhtmtf","NULL","NULL","NULL"," mccopsejuxqbelcwall","NULL","NULL","NULL","vymynheRcfqg9nhYOfjr","i xbckyadKCfxviUj 0h","NULL"
"077c0492-4e88-4adc-97ad-c3b7d022c37f","MEM_SYN","100","13","2276","NULL","OPEN","NULL","qblej mh9hygpfeqqzyz","yhBkk8d hpot0tifwuam","PobFtf1muxlpzvazt u ","gf ftgexOh3uFuxflppl","wsplGad0dlrLsanrbdxw","NULL","GlugiczzhsgqUl5byaiw","c aebtshKwmksf3qvjgp","NULL","e1OHffFznpobQfpqnZjc","NULL"
"597b1851-f9e4-402b-931f-7a2a21ba80fa","MEM_SYN","100","13","2281","NULL","OPEN","4gag9  trHz1erseqnwy","NULL","dy7uzpgpmvi cyl n4t ","cktdjz4otrpuivpbmvno","NULL","jdc wc we jdpiuavsnm","4viqhv ruleaefmsdomu","NULL","NULL","NULL","NULL","NULL"
"216ff782-a8ad-4218-85e1-801c2631dbb4","MEM_SYN","100","13","2282","NULL","OPEN","ifwTochaognzqcmmCdaz","tietAv CtanyTyuk eht","NULL","qi0hsJak kvdhd mgxdf","NULL","uzOlcw safsywhttyhqb","pbjheuXu8mevgqlhpylG","NULL","gtp bLido moldzrkngm","jqg Fqbq qwbexgpipec","NULL","poCxlfw8hcvjsma bhq0"
"a61c5239-eb05-46b6-8f4a-0b79e85f0bf0","MEM_SYN","100","13","2286","NULL","OPEN","mzubqxnPwo iqnvfhwdv","NULL","NULL","bovs bu wwewrnxortnz","zl1tr6bqedxokdlftqns","NULL","NULL","ynqYrShbrnqtc kntksg","NULL","wmxonlfsGbq rkvvvc3y","NULL","mynehgkori8vdqrdbehu"
"2b4acbfe-51e6-49d2-bbae-10c7cdefae82","MEM_SYN","100","13","2288","NULL","OPEN","NULL","NULL","okmppj scYyn6Buwdbvn","lilmKwahxsg rpjja5fx","m9giqpzrlMuzstjfbffo","NULL","NULL","NULL","NULL","lfavrfhzwbswjizei9jo","rdvtokoy9rglibEzzkvx","awSruEmwOgUwfsdkfz j"
"d68c6736-4ba2-4ead-978c-070b9465fee3","MEM_SYN","100","13","2290","NULL","OPEN","yZxfriw uisvrgncaior","hokto rwmvOagzYldogj","wfiqsxnlyngesdmofoiy","NULL","tlwmd0bhWJpRu9nrl8lv","NULL","NULL","NULL","NULL","fwjxkrcgryocwaqifiur","NULL","nflrx oxTbzpxvmjukDg"
"56551f82-6a50-48ee-90b6-d03f19a05bd4","MEM_SYN","100","13","2292","NULL","OPEN","NULL","gvoqriziryjhvsiwzpnc","UEFtdsk3bht o4 rhlfv","NULL","NULL","NULL","qmmWsjp pepJrd  n7my","NULL","f fwcsN1tantbzbwysak","NULL","t np8stpn92imV0meygc","hba33ubejvLcymvtdwm2"
"e8d296da-e3be-4870-8036-b2e423513f86","MEM_SYN","100","13","2293","NULL","OPEN","mwqvrvvuapvxjsdrwd H","tkDw wW9sintzkeiatuo","scvybku nalwunxrooz ","rwjyiz0zoxhxrjmagaia"," Q6ycHvTwytlQzdok nr","kh kmch 4o znfiiwear","NULL","NULL","wegpzrjmwameyC2mlasd","j enteszn7tvggem dqd","b0q p4yz6nuOf4vpflM","NULL"
"90ec7076-21cb-4fbf-95ce-37e927c83036","MEM_SYN","100","13","2294","NULL","OPEN","wajfthvyj5iuzxxapOmp","xylfjnhykicxbuqtvzyw","eylylwxfuprrzlqepXbt","NULL","NULL","e9 jmuGeiLiqcgenlknr","akv5fyounCmqx6kvxa2s","NULL","NULL","krmfrqupsuzwagwckdwF","lerzsrzrtkszxseeketD","NULL"
"8bbd28cb-1e36-4fa0-abb1-7f1c1b960f9c","MEM_SYN","100","13","2295","NULL","OPEN","ukB wm ctdygqdylnzwy","NULL","NULL","NULL","NULL","bpnawgnPyn4msx uuuij","NULL","NULL","tgFczqddphrcbErbtNs7","NULL","NULL","NULL"
"34955be7-3945-4b7f-9fb1-339e17421f39","MEM_SYN","100","13","2296","NULL","OPEN","NULL","NULL","NULL","NULL","9UqWzkqyi rzibv srkb","NULL","0ehybWlCfwgwcs4hfxnn","NULL","utqdpeshNzoebttlxnxl","HGkzlootcjhtwjqznrc6","ybcemoXhmpev8tocopvc","NULL"
"0125d62b-b93b-4f7d-8f40-4f68661b4c00","MEM_SYN","100","13","2297","NULL","OPEN","d6lzvhedevr0wuoNwZbv","NULL","f zqv pindf6oehqxwyx","NULL","iZ leqyjUPnzz2ppdhnq","ogmd5 1Allxqmrlkhlm1","NULL","NULL","q4niWdispvcobcWpspnv","NULL","NULL","NULL"
"fdbddcd3-f9a6-4d55-bfc9-5009419a5ae1","MEM_SYN","100","13","2298","NULL","OPEN","viu zgxlmp0fhqgmkc7p","rr squoqyhskgpqtvrnz","NULL","dmdvlmski0keu2q7ra j","nrythctmwcPc0blgbbdp","NULL","fsbqzbwtofs BuxuZeDc","kje5w4xx6rpjboyhor4l","sKvkshg y7mp ukds ui","fr ggyEz6rjpgojunfzc","lb5ngcbqjBodvzft ppy","1Dozlddnrbhj5uu9 jcz"
"95df4e5d-bba6-479c-ab5f-f53f11360495","MEM_SYN","100","13","2299","NULL","OPEN","NULL","ycvwcodzghyEhalwnglh","NULL","NULL","njA s fdt shsiddxmst","xofnil cctjpldkemgbq","cfpfjK zua7nkelacLlp","NULL","NULL","gH b upyx7boywj7tuuk","vqBciyi rrpyckso k1y","NULL"
"7a7a4ddc-7f0d-454d-84cd-c43824e8bfca","MEM_SYN","100","13","2300","NULL","OPEN","NULL","glgdnepiawubjvy u Pu","ax6BdxnuulxcvdjKxpho","NULL","qk1aagbJbxu sizzmfu ","o 2GqkbcRjseZnhdUfaq","qZjwmqfvnq  xfz  zzk","NULL","NULL","NULL","Ac iyq 6wbbdp qmqq","y uhrlZdtx 7qgmpPj  "
"57b33689-c194-4b6d-8931-0edb2dc734f4","MEM_SYN","100","13","2302","NULL","OPEN","NULL","NULL","NULL","NULL","NULL","NULL","otbhjku7ttIopuagunhw","zhhcvxapshxth hysIye","qbuxhfavzfhnvx7hc0ya","O qw zeeC db1 sXJICM","NULL","xmnpMz vzVc2r3n Vyta"
"3f685718-7a98-4fc0-b903-4948742a2734","MEM_SYN","100","13","2305","NULL","OPEN","NULL","NULL","NULL","f guDxddljvhvzmsMgks","NULL","NULL","cl656Vobpfyutyrjoliv","NULL","NULL","NULL","NULL","krgr7eXzmrgp2f2 yspt"
"bb21b50e-7b23-4e60-a803-4729d8c85b71","MEM_SYN","100","13","2306","NULL","OPEN","hwnxepjOiwqypvl x3mf","NULL","7hyX3de  c2gp zfimqI","k5sscq ouwbeq 9b20yc","NULL","lonT9pi kca bgF2knyk","uo1qqoqnivrjjcybWano","NULL","NULL","CenabrtzbwtK  gpgTdx","Pseergzzmy6qnucafNum","NULL"
"7f150af1-ffdc-46ca-8d71-63b8b0fad060","MEM_SYN","100","13","2310","NULL","OPEN","sge dxxex zbFcG sAxa","NULL","vfcdcraozr mmsqvpQxD","NULL","xW89kn jtCfRLZeopyid","NULL","NULL","ii livbbo7o9akobvghq","vugwkgnsldcf Pebqcos","NULL","DmeoezFkrO1jpjpwqfpv"," e 9lhsooymoft  eaoo"
"f42bc773-0fe2-4355-b3d8-8bb45e6dea10","MEM_SYN","100","13","2311","NULL","OPEN","odruvwktgkmlvjh wtio","NULL","zlvlvlhbcvbkrs5Zuezm","NULL","igUnqhhe  hxpmj wfqo","NULL","crhe hi wOwbk sircek","NULL","NULL","NULL","NULL","NULL"
"8c5091b0-e2a1-4a49-a683-0cfaf5667223","MEM_SYN","100","13","2312","NULL","OPEN","kf9remmYDw8djwyqI6C ","NULL","fvroqudjpcsoyam1eQry","dhmtuojw3xdp hojrn s","6uoYnju5wyqat q7c sv","dRfdd enxttutkfLt7rh","NULL","NULL","6ttjhprb djpf oibzk7","NULL","nqwaepyjgkasHbeuolmr","NULL"
"48f2e4df-a313-4b42-94f5-60bde36f7d94","MEM_SYN","100","13","2314","NULL","OPEN","Yzjqup8 m  hhanplpvf","NULL","NULL","lptdjerncsqcuhfj Jnv","NULL","7Mprmwsu4h 4bWdtxoc ","NULL","NULL","NULL","cRgmenjnwqxhxtbThhmt","NULL","gudifMqwtopdle9weKcu"
"28b051d5-69b1-407b-8bf9-d10144ed0f47","MEM_SYN","100","13","2315","NULL","OPEN","mimjZxrldL4qbriuzxbx","NULL","NULL","NULL","pd zbD9elkhkuogrhvoh","amqchbFuF ghulcjagaa","NULL"," lfoA9jjtoqghqvfx4ri","diii2spwleidvZtr8btF","NULL","NULL","eywz gtZaa anfq3rqrr"
"afe8daab-650d-4bbb-b7fb-a7535f1d3ef4","MEM_SYN","100","13","2318","NULL","OPEN","trtsmrcIzal jbjqsqni","NULL","rueosapuehmm asruPzb","NULL","s yeUx hryugmwtKtld7","NULL","NULL","NULL","gnwZY8Aaafkrbeqh hoy","NULL","tocnuwdvibtj8u1bbEdx","lu celirerapyztixoup"
"9a1b6c2c-1913-48d3-b271-2fd0d00a64f3","MEM_SYN","100","13","2319","NULL","OPEN","NULL","NULL","qdDyBumxbmr ytyo efh","NULL","NULL","NULL","hslscp acDii3xk lnRt","NULL","NULL","NULL","ffLqlw nil9rgqnfU u","flq8 v EsqdAvbahptcd"
"17853365-9d43-43c5-9999-1e05201c43bf","MEM_SYN","100","13","2321","NULL","OPEN","NULL","NULL","NULL","saxzimlmbothkz y kGa","lworqrerdfdsazjykdeu","maghr6hcXmdunuvysc1x","NULL","NULL","likkNjzzndjtrgzgvz6A","wxvk8f9vpbezexd5zult","uuj7hWtyhmwp  jLec o","NULL"
"9becd823-aeee-445a-87eb-54912971541e","MEM_SYN","100","13","2322","NULL","OPEN","bhrkxs yth0ielvuvfrd","NULL","XpuoweRekttr8 kjy ep","NULL","NULL","HdgmHxJnsusg5mORlhqs","mzxbbasumolf vrdgqxm","NULL","hmlbW1n q0wzkyg Hqdu","hjiyymmf marqgg wpv4","vjjttl2 ltvxwvcfmtlz","ftved83ai7itfji oije"
"ef901b93-a6a6-43b7-8c8b-3c77ed716efb","MEM_SYN","100","13","2323","NULL","OPEN","NULL","NULL","f tjo5vxOddmo abnMkc","NULL","qqsdcy rllrNjkqvIl a","u zzzpIbnfoaXkxxc tV","NULL","NULL","NULL","NULL","cb6SonbrjE jopBndzb","yokarKpxqfscr2mj1yrs"
"ba69503f-6215-4286-94e7-e39cc7559f69","MEM_SYN","100","13","2326","NULL","OPEN","bj5zmtxvc0x hcyiuadm","NULL","NULL","dstsn xcygljmwy7dygw","0jffesqoaln7 eK3zjfu","hzgisz tukcocafu nwv","tAnlyy d9Ipktd k clw","bk7zs c ae qqxobU4xu","NULL","NULL","ju uazkuflygs7szQk l","NULL"
"42ca99df-ad02-44a7-96fb-5fc4cb11121c","MEM_SYN","100","13","2327","NULL","CLOSED","kq rkwdjusuwv on tb ","NULL","NULL","NULL","NULL","r4kduiftcCxhfhgNm5Kt","NULL","NULL","NULL","NULL","rwvlGg gztfhix9Azzj","J4boqttunSFbbucglxag"
"4c52715f-c5b0-4444-9042-c10dc70282c9","MEM_SYN","100","13","2328","NULL","OPEN","jxgtjnnxgdq6mgxzvnt ","2Ts wtgsjxek8orclMjb","NULL","NULL","iqtqhqzrlsm yiptid9f","Wkq zEfcmfrq7gsqixao","7sdk glcttyoeplbo hz","NULL","8x stzvjk  9ihLuhrkE","tx c cbn3h jcp fc8qk","NULL","NULL"
"e41b55ca-b062-4c8d-bd59-129e234c703b","MEM_SYN","100","13","2329","NULL","OPEN","NULL","cjv zzv4er5hrkvDkmdb","NULL","NULL","ajQcgyaqfmy bv uhbse","wzlbalmsei9afvfcsbk5","NULL","NULL","aa8svbl yndUraawofod","Pcstzi cppxmjtT8qijw","fsxnkrueshrOjlppdtch","NULL"
"284d003c-3202-424f-8005-786d5bfcc7fd","MEM_SYN","100","13","2330","NULL","OPEN","EhfjbnbsypfzqwxugiTg","dwpjzafes2u6k9tXmqnv","IwocObeccbzKb piRvyd","NULL","NULL","mis hwncawuquettam1n","NULL","xe3x6scwpszyqvyhvafp","ploiana 0ePuIbbPq2Yv","lqulfRwzdsusnRdjHSKh","NULL","7skdZfgwkoyfb ffpmcf"
